Year,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout
1984,Mukundapuram,10,GEN,Kerala,K. Mohandas,Kerala Congress J,"7,03,029","5,69,192",0.81
1984,Murshidabad,9,GEN,West Bengal,Syed Musudal Hossain,Communist Party Of India MARXIST,"8,06,154","6,84,106",0.849
1984,Muvattupuzha,12,GEN,Kerala,George Joseph Mundakkal Baby,Kerala Congress J,"6,90,388","5,27,328",0.764
1984,Muzaffarnagar,82,GEN,Uttar Pradesh and Uttarakhand,Dharam Vir Singh,Indian National Congress,"7,13,140","4,85,254",0.68
1984,Muzaffarpur,10,GEN,Uttar PradeBihar,Laliteshwar Prasad Shahi,Indian National Congress,"8,05,213","5,56,443",0.691
1984,Mysore,16,GEN,Karnataka,Srikantadatta Narasimharaja Wadiyar,Indian National Congress,"7,51,631","4,64,072",0.617
1984,Nabadwip,12,GEN,West Bengal,Bibha Ghosh Goswami,Communist Party Of India MARXIST,"8,56,500","6,95,774",0.812
1984,Nagaland,1,ST,Nagaland,Chingwang,Indian National Congress,"5,94,062","3,94,820",0.665
1984,Nagapattinam,30,GEN,Tamil Nadu,"Mahalingam, M.",All India Anna Dravida Munnetra Kazhagam,"7,55,903","6,21,914",0.823
1984,Nagarkurnool,28,SC,Andhra Pradesh,V. Tulsiram,Telugu Desam,"8,08,999","5,39,610",0.667
1984,Nagaur,25,GEN,Rajasthan,Ram Niwas,Indian National Congress,"8,39,812","5,53,667",0.659
1984,Nagercoil,39,GEN,Tamil Nadu,N. Dennis,Indian National Congress,"7,20,980","4,87,496",0.676
1984,Nagpur,23,GEN,Maharashtra,Banwarilal Bhagwandas Purohit,Indian National Congress,"8,45,805","5,63,205",0.666
1984,Nainital,4,GEN,Uttar Pradesh and Uttarakhand,Satendra Chandra,Indian National Congress,"6,81,281","4,36,296",0.64
1984,Nalanda,34,GEN,Uttar PradeBihar,Vijay Kumar Yadav,Communist Party Of India,"9,03,642","6,30,485",0.698
1984,Nalgonda,41,GEN,Andhra Pradesh,Mallareddy Raguma Reddy,Telugu Desam,"8,34,650","5,62,575",0.674
1984,Nanded,30,GEN,Maharashtra,Chavan Shankarrao Bhurao,Indian National Congress,"8,20,467","5,25,412",0.64
1984,Nandurbar,15,GEN,Maharashtra,Gavit Manikrao Holdya,Indian National Congress,"6,89,376","4,04,338",0.587
1984,Nandyal,27,GEN,Andhra Pradesh,Maddur Subba Reddy,Telugu Desam,"7,97,893","5,62,293",0.705
1984,Narasapur,10,GEN,Andhra Pradesh,Vijaya Kumar Raju Bhupathiraju,Telugu Desam,"7,77,048","5,65,988",0.728
1984,Narasaraopet,17,GEN,Andhra Pradesh,Katuri Narayanaswamy,Telugu Desam,"8,84,798","6,02,458",0.681
1984,Nashik,12,ST,Maharashtra,Mane Murlidhar Pandurang,Indian National Congress,"7,91,519","4,47,279",0.565
1984,Nawada,42,SC,Uttar PradeBihar,Kunwar Ram,Indian National Congress,"9,57,846","5,53,442",0.578
1984,Nellore,19,SC,Andhra Pradesh,Penchalaiah Puchalapalli,Telugu Desam,"8,58,523","5,59,612",0.652
1984,New Delhi,1,GEN,Delhi [1977 Onwards],Krsihan Chandra Pant,Indian National Congress,"3,04,123","1,96,709",0.647
1984,Nilgiris,18,GEN,Tamil Nadu,R.Prabhu,Indian National Congress,"8,27,733","5,94,471",0.718
1984,Nizamabad,34,GEN,Andhra Pradesh,Tadur Bala Goud,Indian National Congress,"7,58,881","5,31,406",0.7
1984,Nowgong,10,GEN,Assam,Muhiram Saikia,Independent,"7,57,667","6,17,603",0.815
1984,Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress,"6,47,780","2,54,848",0.393
1984,Ongole,18,GEN,Andhra Pradesh,Bezawada Papireddy,Telugu Desam,"8,75,403","5,75,585",0.658
1984,Osmanabad,36,GEN,Maharashtra,Arvind Tulshiramji Kamble,Indian National Congress,"6,80,500","4,09,473",0.602
1984,Ottapalam,8,GEN,Kerala,K. R. Narayanan,Indian National Congress,"7,05,020","5,40,620",0.767
1984,Outer Delhi,3,GEN,Delhi [1977 Onwards],Bharat Singh,Indian National Congress,"8,54,302","5,11,007",0.598
1984,Outer Manipur,2,ST,Manipur,Meijinlung,Indian National Congress,"4,99,970","4,27,817",0.856
1984,Padrauna,40,GEN,Uttar Pradesh and Uttarakhand,Chandra Pratap Narain Singh,Indian National Congress,"7,76,630","4,06,670",0.524
1984,Palamau,54,SC,Uttar PradeBihar,Kamla Kumari,Indian National Congress,"7,54,787","3,57,940",0.474
1984,Palani,22,GEN,Tamil Nadu,Senapathy Gounder A.,Indian National Congress,"8,10,013","6,02,796",0.744
1984,Palghat,7,GEN,Kerala,V. S. Vijayaraghavan,Indian National Congress,"7,31,568","5,63,938",0.771
1984,Pali,21,GEN,Rajasthan,Mool Chand Daga,Indian National Congress,"7,68,806","4,38,501",0.57
1984,Panaji,1,GEN,"Goa, Daman And Diu",Shantaram L. Naik,Indian National Congress,"2,91,101","2,12,803",0.731
1984,Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress,"7,85,735","4,86,645",0.619
1984,Panskura,29,SC,West Bengal,Geeta Mukherjee,Communist Party Of India,"7,09,027","6,07,667",0.857
1984,Parbhani,31,GEN,Maharashtra,Yadav Ramrao Narayanrao,Indian National Congress,"7,13,367","3,96,426",0.556
1984,Parvathipuram,2,ST,Andhra Pradesh,Kishore Chandra Suryamarayana Deo Vyricheria,Indian Congress SOCIALIST,"6,69,060","4,39,168",0.656
1984,Patan,13,GEN,Gujarat,Vankar Punamchand Mithabhai,Indian National Congress,"7,30,084","3,96,860",0.544
1984,Patiala,8,SC,Punjab,Charanjit Singh,Shiromani Akali Dal,"8,24,586","5,92,924",0.719
1984,Patna,35,GEN,Uttar PradeBihar,C. P. Thakur,Indian National Congress,"9,63,346","5,04,781",0.524
1984,Peddapalli,36,SC,Andhra Pradesh,Gotte Bhoopathy,Telugu Desam,"8,52,583","4,88,414",0.573
1984,Perambalur,28,GEN,Tamil Nadu,S. Thangaraju,All India Anna Dravida Munnetra Kazhagam,"7,42,190","5,71,779",0.77
1984,Periyakulam,25,GEN,Tamil Nadu,Selvendran P.,All India Anna Dravida Munnetra Kazhagam,"8,01,476","5,72,802",0.715
1984,Phillaur,5,SC,Punjab,Sunder Singh,Indian National Congress,"8,40,382","5,77,705",0.687
1984,Phulbani,15,GEN,Orissa,Radha Kanta Digal,Indian National Congress,"7,30,571","3,62,498",0.496
1984,Phulpur,55,GEN,Uttar Pradesh and Uttarakhand,Ram Pujan Patel,Indian National Congress,"7,56,590","4,61,752",0.61
1984,Pilibhit,13,GEN,Uttar Pradesh and Uttarakhand,Bhanu Pratap Singh,Indian National Congress,"7,12,701","4,47,896",0.628
1984,Pollachi,21,GEN,Tamil Nadu,Anna Nambi R.,All India Anna Dravida Munnetra Kazhagam,"7,68,435","5,71,463",0.744
1984,Pondicherry,1,GEN,Pondicherry,P.Shammugam,Indian National Congress,"3,81,366","2,75,654",0.723
1984,Ponnani,6,GEN,Kerala,G. M. Banatwalla,Muslim Leage,"7,18,121","5,06,049",0.705
1984,Porbandar,5,GEN,Gujarat,Odedara Bharatbhai Maldevji,Indian National Congress,"6,81,087","3,50,585",0.515
1984,Pratapgarh,24,GEN,Uttar Pradesh and Uttarakhand,Raja Dinesh Singh,Indian National Congress,"7,51,774","3,97,312",0.529
1984,Pudukkottai,32,GEN,Tamil Nadu,Sundararaj N.,Indian National Congress,"8,06,752","6,53,865",0.811
1984,Pune,42,SC,Maharashtra,Gadil Vithalrao Narhari,Indian National Congress,"7,88,975","5,23,706",0.664
1984,Puri,8,SC,Orissa,Brajamohan Mohenty,Indian National Congress,"7,37,702","4,67,384",0.634
1984,Purnea,24,GEN,Uttar PradeBihar,Madhuree Singh,Indian National Congress,"7,73,952","4,42,678",0.572
1984,Purulia,34,GEN,West Bengal,Chittaranjan Mahata,All India Forward Bloc,"7,54,447","5,57,653",0.739
1984,Quilon,18,GEN,Kerala,S. Krishna Kumar,Indian National Congress,"7,26,304","5,66,439",0.78
1984,Rae Bareli,23,GEN,Uttar Pradesh and Uttarakhand,Arun Kumar Nehru,Indian National Congress,"7,70,192","4,59,235",0.596
1984,Raichur,3,GEN,Karnataka,B. V. Desai,Indian National Congress,"7,34,816","4,10,117",0.558
1984,Raiganj,5,GEN,West Bengal,Golam Yazdani,Indian National Congress,"7,67,348","5,74,536",0.749
1984,Raigarh,13,ST,Uttar Pradesh and Chhattisgarh,Pushpa Devi,Indian National Congress,"6,45,887","3,62,974",0.562
1984,Raipur,17,GEN,Uttar Pradesh and Chhattisgarh,Kaiyur Bhushan,Indian National Congress,"6,66,503","3,98,710",0.598
1984,Rajahmundry,8,GEN,Andhra Pradesh,Srihari Rao,Telugu Desam,"8,15,302","6,23,794",0.765
1984,Rajampet,22,GEN,Andhra Pradesh,Palakondrayudu Sugavasi,Telugu Desam,"7,76,829","5,02,894",0.647
1984,Rajapur,1,ST,Maharashtra,Madhu Dandavate,Janta Party,"6,12,195","3,88,987",0.635
1984,Rajgarh,32,GEN,Uttar Pradesh and Chhattisgarh,Digvijai Singh,Indian National Congress,"7,11,481","4,50,205",0.633
1984,Rajkot,4,GEN,Gujarat,Mavani Ramaben Ramjibhai,Indian National Congress,"8,27,629","4,21,016",0.509
1984,Rajmahal,26,ST,Uttar PradeBihar,Seth Hembrom,Indian National Congress,"6,92,614","3,18,578",0.46
1984,Rajnandgaon,22,GEN,Uttar Pradesh and Chhattisgarh,Shivendra Bahadur Singh,Indian National Congress,"6,29,132","3,52,948",0.561
1984,Ramanathapuram,34,GEN,Tamil Nadu,V. Rajeshwaran,Indian National Congress,"8,10,454","5,68,575",0.702
1984,Rampur,8,GEN,Uttar Pradesh and Uttarakhand,Zulfiquar Ali Khan,Indian National Congress,"7,52,171","4,94,234",0.657
1984,Ramtek,22,ST,Maharashtra,Narsimha Rao P. V.,Indian National Congress,"7,05,819","4,60,570",0.653
1984,Ranchi,49,GEN,Uttar PradeBihar,Sheo Prasad Sahu,Indian National Congress,"7,37,569","3,39,918",0.461
1984,Rasipuram,15,GEN,Tamil Nadu,Devarajan B.,Indian National Congress,"7,89,509","5,66,702",0.718
1984,Ratnagiri,2,GEN,Maharashtra,Husen Dalwai,Indian National Congress,"6,17,107","3,97,572",0.644
1984,Rewa,9,GEN,Uttar Pradesh and Chhattisgarh,Martand Singh,Indian National Congress,"8,01,185","4,52,202",0.564
1984,Robertsganj,53,SC,Uttar Pradesh and Uttarakhand,Ram Pyare,Indian National Congress,"8,04,364","3,89,380",0.484
1984,Rohtak,5,GEN,Haryana,Hardwari Lal,Indian National Congress,"7,42,030","4,46,881",0.602
1984,Ropar,7,GEN,Punjab,Charanjit Singh,Shiromani Akali Dal,"8,66,200","6,44,671",0.744
1984,Rosera,16,SC,Uttar PradeBihar,Ram Bhagat Paswan,Indian National Congress,"8,08,683","4,72,110",0.584
1984,Sabarkantha,15,GEN,Gujarat,H.M.Patel,Janta Party,"7,27,250","4,57,818",0.63
1984,Sagar,5,SC,Uttar Pradesh and Chhattisgarh,Nandlal Choudhary,Indian National Congress,"6,79,457","3,93,071",0.579
1984,Saharanpur,84,GEN,Uttar Pradesh and Uttarakhand,Yashpal Singh,Indian National Congress,"7,40,467","5,30,828",0.717
1984,Saharsa,20,GEN,Uttar PradeBihar,Chandra Kishore Pathak,Indian National Congress,"9,13,235","6,38,061",0.699
1984,Saidpur,49,SC,Uttar Pradesh and Uttarakhand,Ram Smujhawan,Indian National Congress,"8,02,047","3,86,886",0.482
1984,Salem,16,GEN,Tamil Nadu,Rangarajan Kumar Mangalam,Indian National Congress,"7,66,792","5,48,043",0.715
1984,Salempur,42,GEN,Uttar Pradesh and Uttarakhand,Ram Nagina Misra,Indian National Congress,"8,14,874","3,90,560",0.479
1984,Salumber,17,GEN,Rajasthan,Alkha Ram,Indian National Congress,"7,16,391","3,70,231",0.517
1984,Samastipur,17,GEN,Uttar PradeBihar,Ramdeo Rai,Indian National Congress,"9,09,700","5,79,340",0.637
1984,Sambalpur,17,GEN,Orissa,Krupasindhu Bhoi,Indian National Congress,"7,79,089","4,29,616",0.551
1984,Sambhal,9,GEN,Uttar Pradesh and Uttarakhand,Shanti Devi,Indian National Congress,"6,66,568","3,49,062",0.524
1984,Sangli,46,GEN,Maharashtra,Patil Prakash Vasantrao,Indian National Congress,"7,17,441","4,76,706",0.665
1984,Sangrur,10,GEN,Punjab,Balwant Singh Ramuwalia,Shiromani Akali Dal,"7,93,493","5,62,212",0.709
1984,Sarangarh,16,SC,Uttar Pradesh and Chhattisgarh,Parasram Bharadwaj,Indian National Congress,"7,06,488","3,65,081",0.517
1984,Sasaram,38,SC,Uttar PradeBihar,Jagjiwan Ram,Indian Congress J,"8,26,256","4,35,671",0.527
1984,Satara,44,GEN,Maharashtra,Bhosale Prataprao Baburao,Indian National Congress,"7,12,736","4,73,637",0.665
1984,Satna,8,GEN,Uttar Pradesh and Chhattisgarh,Aziz Qureshi,Indian National Congress,"7,30,872","4,33,808",0.594
1984,Sawai Madhopur,11,ST,Rajasthan,Ram Kumar,Indian National Congress,"8,03,663","4,24,017",0.528
1984,Secunderabad,31,GEN,Andhra Pradesh,T.Anjaiah,Indian National Congress,"8,56,674","5,13,429",0.599
1984,Seoni,26,GEN,Uttar Pradesh and Chhattisgarh,Gargishanker Mishra,Indian National Congress,"6,78,298","3,66,241",0.54
1984,Serampore,26,GEN,West Bengal,Bimal Kanti Ghosh,Indian National Congress,"8,75,228","6,71,287",0.767
1984,Shahabad,16,GEN,Uttar Pradesh and Uttarakhand,Dharamgaj Singh,Indian National Congress,"7,25,078","3,97,220",0.548
1984,Shahdol,11,ST,Uttar Pradesh and Chhattisgarh,Dalbir Singh,Indian National Congress,"7,16,012","3,31,385",0.463
1984,Shahjahanpur,14,GEN,Uttar Pradesh and Uttarakhand,Jitendra Prasad,Indian National Congress,"7,26,495","4,45,789",0.614
1984,Shajapur,33,SC,Uttar Pradesh and Chhattisgarh,Bapulal Malviya,Indian National Congress,"7,31,379","4,80,847",0.658
1984,Sheohar,12,GEN,Uttar PradeBihar,Ram Dulari Singh,Indian National Congress,"8,39,483","4,91,973",0.586
1984,Shillong,1,ST,Meghalaya,G.G.Swell,Indian National Congress,"4,69,793","2,61,564",0.557
1984,Shimoga,21,GEN,Karnataka,T. V. Chandrashekarappa,Indian National Congress,"7,45,840","5,29,421",0.71
1984,Sholapur,37,GEN,Maharashtra,Kuchan Gangadhar Sinramappa,Indian National Congress,"6,63,152","4,29,541",0.648
1984,Siddipet,32,SC,Andhra Pradesh,G.Vijayaramarao,Telugu Desam,"8,32,420","5,62,976",0.676
1984,Sidhi,10,ST,Uttar Pradesh and Chhattisgarh,Motilal Singh,Indian National Congress,"7,43,683","3,73,315",0.502
1984,Sikar,5,GEN,Rajasthan,Bal Ram,Indian National Congress,"8,82,753","5,68,435",0.644
1984,Sikkim,1,GEN,Sikkim,Nar Bhadur Bhandari,Independent,"1,49,256","86,024",0.576
1984,Silchar,2,GEN,Assam,Santosh Mohan Dev,Indian National Congress,"6,25,148","4,73,196",0.757
1984,Simla,1,GEN,Himachal Pradesh,Krishan Dutt Sultanpuri,Indian National Congress,"5,65,179","3,09,742",0.548
1984,Singhbhum,51,ST,Uttar PradeBihar,Begun Sumbrui,Indian National Congress,"6,14,503","2,42,288",0.394
1984,Sirsa,10,GEN,Haryana,Dalbir Singh,Indian National Congress,"7,86,717","5,16,944",0.657
1984,Sitamarhi,11,GEN,Uttar PradeBihar,Ranshresth Khirhar,Indian National Congress,"8,78,566","4,78,099",0.544
1984,Sitapur,17,GEN,Uttar Pradesh and Uttarakhand,Rajendra Kumari,Indian National Congress,"7,29,112","3,79,569",0.521
1984,Sivaganga,33,GEN,Tamil Nadu,P. Chidambaram,Indian National Congress,"7,84,016","5,79,544",0.739
1984,Sivakasi,35,GEN,Tamil Nadu,N. Soundararajan,All India Anna Dravida Munnetra Kazhagam,"8,38,018","6,27,315",0.749
1984,Siwan,5,GEN,Uttar PradeBihar,Abdul Ghafoor,Indian National Congress,"7,81,000","4,21,832",0.54
1984,Sonepat,4,GEN,Haryana,Dharam Pal Singh,Indian National Congress,"7,82,505","5,09,262",0.651
1984,South Delhi,2,GEN,Delhi [1977 Onwards],Lalit Maken,Indian National Congress,"5,22,980","3,57,448",0.684
1984,Srikakulam,1,GEN,Andhra Pradesh,Appayyadora Hanumantu,Telugu Desam,"6,92,761","5,03,805",0.727
1984,Srinagar,2,GEN,Jammu & Kashmir,Abdul Rashid Kabuli,Jammu & Kashmir National Conference,"6,40,514","4,70,871",0.735
1984,Sriperumbudur,4,GEN,Tamil Nadu,Maragatham Chandrasekhar,Indian National Congress,"7,87,638","5,87,495",0.746
1984,Sultanpur,26,GEN,Uttar Pradesh and Uttarakhand,Raj Karan Singh,Indian National Congress,"7,58,038","4,12,606",0.544
1984,Sundargarh,20,GEN,Orissa,Maurice Kujur,Indian National Congress,"6,78,480","3,22,540",0.475
1984,Surat,24,GEN,Gujarat,Patel Chhaganbhai Devabhai,Indian National Congress,"9,05,831","5,46,817",0.604
1984,Surendranagar,2,GEN,Gujarat,Jhala Digivijaysinhji Pratapsinhji,Indian National Congress,"6,56,235","3,73,805",0.57
1984,Surguja,12,ST,Uttar Pradesh and Chhattisgarh,Vijai Pratap Singh,Indian National Congress,"6,73,662","3,40,911",0.506
1984,Tamluk,30,GEN,West Bengal,Mishra Satyagopal,Communist Party Of India MARXIST,"7,66,616","6,37,176",0.831
1984,Tarn Taran,3,GEN,Punjab,Tarlochan Singh Tur,Shiromani Akali Dal,"8,11,129","4,78,155",0.59
1984,Tehri Garhwal,1,GEN,Uttar Pradesh and Uttarakhand,Brahma Dutt,Indian National Congress,"6,65,741","3,29,439",0.495
1984,Tenali,14,GEN,Andhra Pradesh,Nissankararao Venkataratnam,Telugu Desam,"7,31,629","5,18,765",0.709
1984,Tenkasi,37,SC,Tamil Nadu,M. Arunachalam,Indian National Congress,"7,35,912","5,56,900",0.757
1984,Tezpur,9,GEN,Assam,Bipin Pal Das,Indian National Congress,"6,72,296","5,38,325",0.801
1984,Thane,10,GEN,Maharashtra,Ghopal Shantaram Gopal,Indian National Congress,"9,75,995","5,71,998",0.586
1984,Thanjavur,31,GEN,Tamil Nadu,Singaravadivel,Indian National Congress,"7,25,425","5,76,468",0.795
1984,Tindivanam,10,GEN,Tamil Nadu,S.S. Eramasamy Padayatchi,Indian National Congress,"7,37,933","5,51,174",0.747
1984,Tiruchendur,38,GEN,Tamil Nadu,K.T. Kosalram,Indian National Congress,"7,49,008","5,08,487",0.679
1984,Tiruchengode,17,GEN,Tamil Nadu,Kannan P.,All India Anna Dravida Munnetra Kazhagam,"9,98,164","7,27,054",0.728
1984,Tiruchirappalli,27,SC,Tamil Nadu,Adaikalaraj,Indian National Congress,"7,95,398","6,05,053",0.761
1984,Tirunelveli,36,GEN,Tamil Nadu,M.R. Janardhanan,All India Anna Dravida Munnetra Kazhagam,"7,57,930","5,34,487",0.705
1984,Tirupathi,20,SC,Andhra Pradesh,Chinta Mohan,Telugu Desam,"8,63,056","6,15,351",0.713
1984,Tiruppattur,8,GEN,Tamil Nadu,Jayamohan A.,Indian National Congress,"7,51,122","5,69,260",0.758
1984,Tonk,13,GEN,Rajasthan,Banwari Lal,Indian National Congress,"7,65,205","4,19,094",0.548
1984,Trichur,9,SC,Kerala,P. A. Antony,Indian National Congress,"6,75,704","5,21,761",0.772
1984,Tripura East,2,ST,Tripura,Baju Ban Riyan,Communist Party Of India MARXIST,"5,86,885","4,48,147",0.764
1984,Tripura West,1,GEN,Tripura,Ajoy Biswas,Communist Party Of India MARXIST,"6,22,082","4,86,667",0.782
1984,Trivandrum,20,GEN,Kerala,A. Charles,Indian National Congress,"7,86,593","5,62,700",0.715
1984,Tumkur,8,GEN,Karnataka,G. S. Basavaraju,Indian National Congress,"7,15,198","5,30,848",0.742
1984,Tura,2,ST,Meghalaya,Purno Agitok Sangma,Indian National Congress,"2,81,490","1,47,648",0.525
1984,Udaipur,18,GEN,Rajasthan,Indubala Sukhadia,Indian National Congress,"8,24,612","4,61,201",0.559
1984,Udhampur,5,GEN,Jammu & Kashmir,Girdhari Lal Dogra,Indian National Congress,"6,75,228","3,72,077",0.551
1984,Udupi,18,SC,Karnataka,Oscar Fernandes,Indian National Congress,"6,50,251","4,67,815",0.719
1984,Ujjain,38,SC,Uttar Pradesh and Chhattisgarh,Satyanarayan Pawar,Indian National Congress,"6,91,919","4,42,412",0.639
1984,Uluberia,25,GEN,West Bengal,Hannan Mollah,Communist Party Of India MARXIST,"7,74,360","6,27,530",0.81
1984,Unnao,22,GEN,Uttar Pradesh and Uttarakhand,Ziaurrahman Ansari,Indian National Congress,"7,15,790","4,18,146",0.584
1984,Vaishali,9,GEN,Uttar PradeBihar,Kishori Sinha,Indian National Congress,"8,08,346","5,71,719",0.707
1984,Vandavasi,9,GEN,Tamil Nadu,Balaraman L.,Indian National Congress,"7,63,132","5,74,975",0.753
1984,Varanasi,52,GEN,Uttar Pradesh and Uttarakhand,Shyam Lal Yadava,Indian National Congress,"6,84,495","3,76,062",0.549
1984,Vellore,7,GEN,Tamil Nadu,A.C. Shanmugam,All India Anna Dravida Munnetra Kazhagam,"7,48,776","5,61,356",0.75
1984,Vidisha,31,GEN,Uttar Pradesh and Chhattisgarh,Pratapbhanu Krishna Gopal,Indian National Congress,"7,16,699","4,42,547",0.618
1984,Vijayawada,13,GEN,Andhra Pradesh,Vadde Sobhanadreeswara Rao,Telugu Desam,"8,64,150","6,33,492",0.733
1984,Visakhapatnam,4,GEN,Andhra Pradesh,Bhattam Sreerama Murthy,Telugu Desam,"8,78,786","5,63,836",0.642
1984,Vishnupur,36,GEN,West Bengal,Ajit Kumar Saha,Communist Party Of India MARXIST,"7,61,725","6,13,196",0.805
1984,Warangal,39,GEN,Andhra Pradesh,T. Kalpana Devi,Telugu Desam,"7,42,756","5,47,314",0.737
1984,Wardha,27,GEN,Maharashtra,Sathe Vasant Purushottam,Indian National Congress,"7,23,787","5,16,340",0.713
1984,Washim,20,ST,Maharashtra,Ghulam Nabi Azad,Indian National Congress,"6,86,573","4,81,264",0.701
1984,Yavatmal,28,GEN,Maharashtra,Patil Uttamrao Deorao,Indian National Congress,"7,11,775","4,44,696",0.625
1989,Adilabad,35,GEN,Andhra Pradesh,P.Narasa Reddy,Indian National Congress,"8,88,183","5,80,382",0.653
1989,Adoor,17,GEN,Kerala,Kodikunnil Suresh,Indian National Congress,"8,80,093","6,92,830",0.787
1989,Agra,73,GEN,Uttar Pradesh and Uttarakhand,Ajay Singh,Janata Dal,"8,87,625","3,80,736",0.429
1989,Ahmedabad,10,GEN,Gujarat,Harin Pathak,Bharatiya Janta Party,"9,96,893","5,84,719",0.587
1989,Ahmednagar,39,GEN,Maharashtra,Gadakh .Y.K.,Indian National Congress,"9,84,397","5,46,602",0.555
1989,Ajmer,12,GEN,Rajasthan,Rasa Singh,Bharatiya Janta Party,"9,31,802","5,55,731",0.596
1989,Akbarpur,27,SC,Uttar Pradesh and Uttarakhand,Ram Awadh,Janata Dal,"9,56,387","5,33,057",0.557
1989,Akola,19,GEN,Maharashtra,Phundkar Pandurang Pundlik,Bharatiya Janta Party,"9,30,019","6,68,771",0.719
1989,Aligarh,76,GEN,Uttar Pradesh and Uttarakhand,Satya Pal Malik,Janata Dal,"9,28,632","4,69,410",0.506
1989,Alipurduars,2,ST,West Bengal,Pius Tirkey,Revolutionary Socialist Party,"9,06,362","7,18,825",0.793
1989,Allahabad,56,GEN,Uttar Pradesh and Uttarakhand,Janeshwar Mishra,Janata Dal,"9,61,318","4,29,188",0.447
1989,Alleppey,15,GEN,Kerala,Vakkom Purushotham,Indian National Congress,"8,84,874","7,50,995",0.849
1989,Almora,3,GEN,Uttar Pradesh and Uttarakhand,Harish Chandra Singh Rawat,Indian National Congress,"8,50,800","3,72,715",0.438
1989,Alwar,8,GEN,Rajasthan,Ramji Lal Yadav,Janata Dal,"9,51,686","4,60,604",0.484
1989,Amalapuram,9,SC,Andhra Pradesh,Kusuma Krishna Murty,Indian National Congress,"8,35,700","6,48,504",0.776
1989,Ambala,1,SC,Haryana,Ram Parkash,Indian National Congress,"8,99,299","5,81,089",0.646
1989,Amethi,25,GEN,Uttar Pradesh and Uttarakhand,Rajiv Gandhi,Indian National Congress,"9,10,177","4,25,746",0.468
